DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48061480,-0.08255,0.0022368132093076778,0.08495,0.0024000000000000002,4,Calgary,Calgary,-0.411,0.107,-0.151,-0.556,3.0,3.0,3.0,2.0
48061481,-0.08315,0.0015779733838059563,0.084125,0.000975,4,Calgary,Calgary,-0.434,-0.349,-0.402,0.225,3.0,2.0,2.0,4.0
48061482,-0.0676,0.038116400669528074,0.06828000000000001,0.0006799999999999999,5,Calgary,Calgary,-0.218,-0.658,-0.547,-0.655,3.0,2.0,2.0,2.0
48061483,-0.06983103448275862,0.03944275330371018,0.07128620689655173,0.0014551724137931035,29,Calgary,Calgary,0.303,-1.555,0.992,-0.617,4.0,1.0,5.0,2.0
48061484,-0.06395,0.05488809828490447,0.064425,0.000475,4,Calgary,Calgary,0.281,-0.922,1.098,-0.093,4.0,1.0,5.0,3.0
48061485,-0.0226,0.00014142135623730864,0.023149999999999997,0.0005499999999999999,2,Calgary,Calgary,,,,,,,,
48061486,-0.08932,0.008646791312388661,0.09036,0.00104,5,Calgary,Calgary,0.745,-0.12,0.951,-0.269,4.0,3.0,5.0,3.0
48061487,-0.0848,0.00943980932010812,0.09433333333333334,0.009533333333333333,3,Calgary,Calgary,-0.437,0.163,0.588,1.643,3.0,4.0,5.0,5.0
48061488,-0.049600000000000005,,0.0636,0.014,1,Calgary,Calgary,1.602,0.876,0.249,0.487,5.0,5.0,4.0,4.0
48061489,-0.0756,0.010369667304209913,0.0909,0.015300000000000001,3,Calgary,Calgary,-0.454,-0.13,1.035,1.432,3.0,3.0,5.0,5.0
48061490,-0.07403333333333334,0.017265379617411637,0.0853,0.011266666666666666,3,Calgary,Calgary,-0.828,0.975,-0.005,1.163,1.0,5.0,4.0,5.0
48061491,-0.07214000000000001,0.01448906484214906,0.10469999999999999,0.03256,5,Calgary,Calgary,-0.547,0.711,0.584,0.993,2.0,5.0,5.0,5.0
48061492,-0.08777499999999999,0.009992455487349772,0.138775,0.051000000000000004,4,Calgary,Calgary,0.378,-0.742,0.479,2.626,4.0,2.0,5.0,5.0
48061493,-0.0766,0.024294649616736604,0.12743333333333332,0.050833333333333335,3,Calgary,Calgary,-0.205,-0.131,0.157,2.379,3.0,3.0,4.0,5.0
48061494,-0.05545000000000001,0.041790010768124976,0.0983,0.04285,2,Calgary,Calgary,-0.418,-0.184,0.46,2.889,3.0,3.0,5.0,5.0
48061495,-0.046,,0.107,0.061,1,Calgary,Calgary,1.691,-0.206,0.768,3.5,5.0,3.0,5.0,5.0
48061496,-0.032,,0.1035,0.0715,1,Calgary,Calgary,0.089,-0.893,0.573,1.652,4.0,1.0,5.0,5.0
48061497,-0.0545,0.010165136496870078,0.12093333333333334,0.06643333333333333,3,Calgary,Calgary,-0.269,-0.231,0.577,2.609,3.0,3.0,5.0,5.0
48061501,-0.06035999999999999,0.006533222788180426,0.0637,0.00334,5,Calgary,Calgary,-0.219,-0.452,0.388,1.014,3.0,2.0,4.0,5.0
48061502,-0.05963333333333334,0.004750087718488294,0.06276666666666667,0.0031333333333333335,3,Calgary,Calgary,-0.81,-0.673,0.344,0.769,2.0,2.0,4.0,5.0
48061503,-0.096525,0.015964831140144686,0.103475,0.00695,4,Calgary,Calgary,0.261,-0.398,0.516,0.605,4.0,2.0,5.0,4.0
48061504,-0.051,0.02062013579004755,0.054933333333333334,0.003933333333333333,3,Calgary,Calgary,-0.387,-0.415,0.18,0.022,3.0,2.0,4.0,4.0
48061506,-0.037033333333333335,0.0327814480054395,0.03986666666666667,0.0028333333333333335,3,Calgary,Calgary,-0.604,0.159,-0.16,0.209,2.0,4.0,3.0,4.0
48061508,-0.0655,0.001555634918610405,0.0712,0.0057,2,Calgary,Calgary,-0.294,-0.513,0.796,0.941,3.0,2.0,5.0,5.0
48061513,-0.06298000000000001,0.007186584724331861,0.07032000000000001,0.007339999999999999,5,Calgary,Calgary,-0.29,-0.742,-0.221,1.051,3.0,2.0,3.0,5.0
48061516,-0.047999999999999994,0.0038509739027939396,0.05703333333333333,0.009033333333333332,3,Calgary,Calgary,-0.764,0.175,0.231,0.751,2.0,4.0,4.0,5.0
48061517,-0.0484,0.0007810249675906661,0.058100000000000006,0.0097,3,Calgary,Calgary,-0.522,-0.951,0.036,0.8,2.0,1.0,4.0,5.0
48061518,-0.047200000000000006,0.0004242640687119235,0.0551,0.0079,2,Calgary,Calgary,-0.29,-0.795,0.086,0.164,3.0,1.0,4.0,4.0
48061522,-0.08720588235294117,0.014554057449223367,0.11247058823529411,0.02526470588235294,17,Calgary,Calgary,-0.083,-1.171,-0.604,-0.557,3.0,1.0,2.0,2.0
48061523,-0.10557142857142857,0.015025945814458656,0.13799999999999998,0.03242857142857143,7,Calgary,Calgary,0.193,-1.445,-0.544,0.216,4.0,1.0,2.0,4.0
48061556,0.0132,,0.0051,0.0183,1,Calgary,Calgary,-0.384,0.357,0.161,1.532,3.0,4.0,4.0,5.0
48061557,-0.07450000000000001,0.005025269478678068,0.0889,0.0144,4,Calgary,Calgary,-0.021,0.079,-0.04,0.258,4.0,3.0,3.0,4.0
48061559,-0.05589999999999999,0.005571355310873648,0.06912,0.01322,5,Calgary,Calgary,-0.903,0.04,-0.194,0.435,1.0,3.0,3.0,4.0
48061560,-0.04547142857142857,0.0006600865744084515,0.05155714285714286,0.0060857142857142854,7,Calgary,Calgary,-1.04,-0.192,-0.689,0.372,1.0,3.0,1.0,4.0
48061561,-0.03504,0.024409895534393423,0.04078,0.00574,5,Calgary,Calgary,-1.225,0.16,-0.423,0.534,1.0,4.0,2.0,4.0
48061564,-0.04773333333333333,0.010484432904708449,0.07003333333333334,0.0223,3,Calgary,Calgary,-0.527,-0.508,-0.16,0.028,2.0,2.0,3.0,4.0
48061565,-0.0398,0.01711198410471445,0.052000000000000005,0.012199999999999999,2,Calgary,Calgary,-0.007,-0.447,0.494,0.949,4.0,2.0,5.0,5.0
48061566,-0.09605,0.008131727983645299,0.11215,0.0161,2,Calgary,Calgary,1.803,-0.794,0.302,1.881,5.0,1.0,4.0,5.0
48061567,-0.04912,0.00822964154747945,0.05232,0.0032,5,Calgary,Calgary,-0.615,0.644,-0.32,1.124,2.0,4.0,3.0,5.0
48061569,-0.06888333333333334,0.015723029818284596,0.09834999999999999,0.02946666666666667,6,Calgary,Calgary,1.325,-0.448,-0.071,0.542,5.0,2.0,3.0,4.0
48061570,-0.06133999999999999,0.02913559678468934,0.1018,0.04046,5,Calgary,Calgary,1.737,-0.386,-0.483,1.24,5.0,2.0,2.0,5.0
48061571,-0.0998,0.005232590180780444,0.16920000000000002,0.0694,2,Calgary,Calgary,2.806,-1.813,-0.705,1.689,5.0,1.0,1.0,5.0
48061572,-0.07323571428571429,0.04328173179158046,0.10034642857142857,0.027110714285714287,28,Calgary,Calgary,0.334,-0.588,0.102,0.531,4.0,2.0,4.0,4.0
48061573,-0.05745,0.014232181842570728,0.06278333333333333,0.005333333333333333,6,Calgary,Calgary,-0.425,1.95,-1.103,-0.143,3.0,5.0,1.0,3.0
48061574,-0.0581,0.0035336477847497257,0.0615,0.0034000000000000002,4,Calgary,Calgary,-0.605,-0.187,-0.638,-0.372,2.0,3.0,2.0,3.0
48061575,-0.06273333333333332,0.007878028518184822,0.07443333333333334,0.0117,3,Calgary,Calgary,-0.298,-0.161,0.142,1.578,3.0,3.0,4.0,5.0
48061576,-0.0513,0.01516294826212897,0.05466,0.0033600000000000006,5,Calgary,Calgary,0.66,0.135,1.053,0.364,4.0,4.0,5.0,4.0
48061577,-0.0816111111111111,0.019808299218981865,0.11060740740740742,0.028996296296296298,27,Calgary,Calgary,0.81,-0.182,-0.689,0.027,4.0,3.0,1.0,4.0
48061578,-0.05305,0.040092954493277246,0.06055,0.0075,2,Calgary,Calgary,1.838,-0.837,-0.139,0.272,5.0,1.0,3.0,4.0
48061579,-0.080675,0.032049063948889366,0.09154999999999999,0.010875,4,Calgary,Calgary,1.136,-0.706,-0.058,0.43,5.0,2.0,3.0,4.0
48061580,-0.07005,0.0014849242404917434,0.0848,0.01475,2,Calgary,Calgary,2.606,-0.177,0.223,1.051,5.0,3.0,4.0,5.0
48061581,-0.0551,0.01645888817630158,0.10110000000000001,0.046,5,Calgary,Calgary,1.555,0.315,0.267,0.632,5.0,4.0,4.0,4.0
48061583,-0.0698375,0.033692302533368065,0.07505,0.0052125,8,Calgary,Calgary,0.442,-0.491,0.049,0.38,4.0,2.0,4.0,4.0
48061584,-0.01065,0.0038890872965260097,0.0144,0.00375,2,Calgary,Calgary,-0.687,-0.82,0.044,0.294,2.0,1.0,4.0,4.0
48061585,-0.0495,0.013879961575355076,0.0519,0.0024000000000000002,4,Calgary,Calgary,-0.19,0.101,0.847,0.56,3.0,3.0,5.0,4.0
48061586,-0.03585,0.003906831623366089,0.036275,0.000425,4,Calgary,Calgary,-0.557,-0.676,-0.127,1.694,2.0,2.0,3.0,5.0
48061588,-0.02626,0.004061157470475628,0.03386,0.0076,5,Calgary,Calgary,-0.859,-0.55,-0.252,-0.375,1.0,2.0,3.0,3.0
48061589,-0.0038666666666666663,0.013253804485253784,0.0069,0.0030333333333333336,3,Calgary,Calgary,-0.742,0.599,-0.586,-0.261,2.0,4.0,2.0,3.0
48061598,-0.039066666666666666,0.000650640709864769,0.05163333333333334,0.012566666666666665,3,Calgary,Calgary,1.08,-0.609,-0.344,0.891,5.0,2.0,2.0,5.0
48061599,-0.03983333333333333,0.0008621678104251728,0.05129999999999999,0.011466666666666667,3,Calgary,Calgary,0.762,-0.912,-0.413,0.794,4.0,1.0,2.0,5.0
48061600,-0.034375,0.012083701143827308,0.046125,0.01175,4,Calgary,Calgary,-1.31,0.234,-0.719,1.268,1.0,4.0,1.0,5.0
48061601,-0.038500000000000006,,0.0565,0.018,1,Calgary,Calgary,-1.825,1.777,-1.228,0.673,1.0,5.0,1.0,4.0
48061602,-0.043166666666666666,0.0024378952670968735,0.055933333333333335,0.012766666666666667,3,Calgary,Calgary,-1.329,0.845,-0.768,0.805,1.0,5.0,1.0,5.0
48061603,-0.0436,0.007617742447733446,0.0623,0.018699999999999998,3,Calgary,Calgary,-1.409,1.24,-0.959,0.477,1.0,5.0,1.0,4.0
48061604,-0.04135,0.009970205614730322,0.04865,0.0073,2,Calgary,Calgary,-1.078,0.103,-0.763,0.215,1.0,3.0,1.0,4.0
48061605,-0.0429,0.0029546573405388357,0.0504,0.0075,3,Calgary,Calgary,-0.367,-0.257,-0.207,0.836,3.0,3.0,3.0,5.0
48061606,-0.0596,0.003394112549695427,0.06325,0.0036499999999999996,2,Calgary,Calgary,-1.206,-0.637,-0.619,0.258,1.0,2.0,2.0,4.0
48061607,-0.060500000000000005,0.0,0.06340000000000001,0.0029,2,Calgary,Calgary,-0.74,-1.422,-0.328,0.706,2.0,1.0,3.0,4.0
48061608,-0.058,,0.0608,0.0028,1,Calgary,Calgary,-0.883,-1.114,0.0,0.055,1.0,1.0,4.0,4.0
48061609,-0.0262,,0.0654,0.0392,1,Calgary,Calgary,-0.111,0.315,0.59,2.431,3.0,4.0,5.0,5.0
48061610,-0.055900000000000005,,0.0704,0.0145,1,Calgary,Calgary,-0.582,0.281,1.113,0.978,2.0,4.0,5.0,5.0
48061613,-0.04193333333333333,0.029326893232435425,0.043783333333333334,0.00185,6,Calgary,Calgary,-1.132,0.206,-0.454,-0.366,1.0,4.0,2.0,3.0
48061614,-0.0342,,0.0354,0.0012,1,Calgary,Calgary,-0.937,-0.443,-0.299,0.014,1.0,2.0,3.0,4.0
48061615,-0.05516666666666667,0.003768730997740925,0.0609,0.005733333333333333,3,Calgary,Calgary,-1.222,-0.509,-0.804,-0.37,1.0,2.0,1.0,3.0
48061616,-0.04177,0.02423257908042165,0.04838,0.0066099999999999996,10,Calgary,Calgary,-1.34,-0.051,-1.03,-0.29,1.0,3.0,1.0,3.0
48061617,-0.038,0.0179924058054132,0.04895,0.01095,4,Calgary,Calgary,-1.395,-0.398,-0.749,-0.6,1.0,2.0,1.0,2.0
48061618,-0.038099999999999995,,0.0491,0.011,1,Calgary,Calgary,-1.038,-0.823,-0.76,-0.496,1.0,1.0,1.0,3.0
48061619,-0.025374999999999998,0.00103400515794974,0.029875,0.0045000000000000005,4,Calgary,Calgary,-0.568,-1.073,-0.039,0.033,2.0,1.0,3.0,4.0
48061620,-0.01945,0.01294024729284568,0.022725,0.003275,4,Calgary,Calgary,-1.259,-0.696,-0.699,-0.294,1.0,2.0,1.0,3.0
48061621,-0.056499999999999995,0.00026457513110645975,0.06043333333333333,0.003933333333333333,3,Calgary,Calgary,-0.845,-1.207,-0.058,0.084,1.0,1.0,3.0,4.0
48061622,-0.0408,0.030950928903669437,0.045275,0.004475,8,Calgary,Calgary,0.121,-0.564,-0.566,0.761,4.0,2.0,2.0,5.0
48061624,-0.05740000000000001,0.011534470078854945,0.06998333333333333,0.012583333333333334,6,Calgary,Calgary,-0.618,-0.166,-0.119,0.776,2.0,3.0,3.0,5.0
48061625,-0.063175,0.009844583959382605,0.07365,0.010475,4,Calgary,Calgary,-0.678,-0.716,-0.474,0.607,2.0,2.0,2.0,4.0
48061627,-0.0329,0.029132799384885753,0.0431,0.0102,2,Calgary,Calgary,-0.689,-1.312,-0.127,0.144,2.0,1.0,3.0,4.0
48061628,-0.054,0.003645088019056148,0.056775,0.002775,4,Calgary,Calgary,-0.787,-0.704,-0.214,0.571,2.0,2.0,3.0,4.0
48061629,-0.06015,0.005856335600583923,0.06215,0.002,4,Calgary,Calgary,-0.508,-1.468,0.036,0.584,2.0,1.0,4.0,4.0
48061630,-0.0352,0.002434474618201362,0.040025,0.004824999999999999,4,Calgary,Calgary,-0.143,-0.099,0.881,1.844,3.0,3.0,5.0,5.0
48061631,-0.059133333333333336,0.0033857544703261213,0.06686666666666667,0.0077333333333333325,3,Calgary,Calgary,-0.028,-0.477,0.191,1.152,4.0,2.0,4.0,5.0
48061632,-0.03796000000000001,0.023402521231696383,0.041120000000000004,0.0031600000000000005,5,Calgary,Calgary,-0.35,1.727,0.198,0.521,3.0,5.0,4.0,4.0
48061633,-0.04793333333333333,0.013370240586217337,0.0529,0.004966666666666667,3,Calgary,Calgary,-1.161,0.828,0.104,2.963,1.0,5.0,4.0,5.0
48061635,-0.036825,0.0017632829230349466,0.039875,0.0030499999999999998,4,Calgary,Calgary,-0.983,-0.462,-0.325,0.227,1.0,2.0,3.0,4.0
48061636,-0.026875000000000003,0.012882902105762765,0.035275,0.008400000000000001,4,Calgary,Calgary,-0.401,-0.73,-0.406,-0.693,3.0,2.0,2.0,2.0
48061637,-0.054266666666666664,0.0036828431046317103,0.0604,0.0061333333333333335,3,Calgary,Calgary,-0.166,-0.097,-0.151,-0.131,3.0,3.0,3.0,3.0
48061638,-0.04195714285714286,0.0012739141034061711,0.0475,0.005542857142857143,7,Calgary,Calgary,-1.003,-1.004,-1.167,-0.304,1.0,1.0,1.0,3.0
48061639,-0.0386,0.0012999999999999978,0.05156666666666667,0.012966666666666666,3,Calgary,Calgary,-0.725,-0.33,-0.568,0.207,2.0,2.0,2.0,4.0
48061641,-0.05463333333333333,0.0018929694486000941,0.07986666666666666,0.025233333333333333,3,Calgary,Calgary,-1.129,-0.433,-0.872,0.466,1.0,2.0,1.0,4.0
48061642,-0.0373,0.027718585822512663,0.04275,0.00545,2,Calgary,Calgary,0.222,-0.692,0.234,0.486,4.0,2.0,4.0,4.0
48061643,-0.10593333333333332,0.013242859711306069,0.22936666666666664,0.12343333333333334,3,Calgary,Calgary,1.951,2.758,0.765,5.193,5.0,5.0,5.0,5.0
48061645,-0.13949999999999999,0.019699963741808553,0.170125,0.030625,8,Calgary,Calgary,1.697,-0.151,0.188,1.577,5.0,3.0,4.0,5.0
48061648,-0.045200000000000004,0.0002828427124746173,0.0519,0.0067,2,Calgary,Calgary,-0.915,-1.06,-0.698,0.65,1.0,1.0,1.0,4.0
48061649,-0.044840000000000005,0.004990290572702152,0.052160000000000005,0.00732,5,Calgary,Calgary,-0.491,-0.725,-0.835,0.885,2.0,2.0,1.0,5.0
48061650,-0.062433333333333334,0.011574253035653457,0.06343333333333333,0.001,3,Calgary,Calgary,-0.536,-0.184,0.087,2.571,2.0,3.0,4.0,5.0
48061652,-0.0633153846153846,0.011189790447385967,0.06645384615384616,0.0031384615384615388,13,Calgary,Calgary,-0.473,-0.682,0.27,2.76,3.0,2.0,4.0,5.0
48061654,-0.027033333333333336,0.014539715723951876,0.035166666666666666,0.008133333333333333,3,Calgary,Calgary,-0.532,-1.518,0.031,-0.568,2.0,1.0,4.0,2.0
48061655,-0.01915,7.071067811865555e-05,0.0231,0.00395,2,Calgary,Calgary,-0.515,-1.621,-0.274,-0.184,2.0,1.0,3.0,3.0
48061656,-0.02658,0.017822934662956043,0.03306,0.00648,5,Calgary,Calgary,-0.363,-1.403,-0.222,-0.131,3.0,1.0,3.0,3.0
48061658,-0.04425,0.001343502884254447,0.0532,0.00895,2,Calgary,Calgary,-1.42,-0.531,-0.37,1.444,1.0,2.0,2.0,5.0
48061659,-0.0422,0.005656854249492385,0.0487,0.006500000000000001,2,Calgary,Calgary,-0.368,-1.385,0.253,0.836,3.0,1.0,4.0,5.0
48061663,-0.0391,0.002440628334398065,0.046200000000000005,0.0071,7,Calgary,Calgary,-0.547,-0.229,-0.726,0.635,2.0,3.0,1.0,4.0
48061664,-0.070175,0.026407578974088613,0.09299166666666665,0.022816666666666666,12,Calgary,Calgary,0.119,-0.481,-0.491,0.619,4.0,2.0,2.0,4.0
48061665,-0.0445,0.0028284271247461927,0.0703,0.0258,2,Calgary,Calgary,-1.072,-1.486,-0.441,0.529,1.0,1.0,2.0,4.0
48061666,-0.04836666666666667,0.013203156188326085,0.06106666666666668,0.012700000000000001,3,Calgary,Calgary,-0.868,-0.42,-0.498,1.364,1.0,2.0,2.0,5.0
48061667,-0.04625,0.006293250352560267,0.05925,0.013000000000000001,2,Calgary,Calgary,-1.353,-1.256,-0.66,1.129,1.0,1.0,1.0,5.0
48061668,-0.04178,0.008024774140123817,0.05484,0.013059999999999999,5,Calgary,Calgary,-1.386,-0.316,-0.84,0.87,1.0,2.0,1.0,5.0
48061669,-0.11239999999999999,0.004242640687119269,0.26065,0.14825,2,Calgary,Calgary,2.741,-1.364,-1.191,1.21,5.0,1.0,1.0,5.0
48061670,-0.10836666666666668,0.008920388631294797,0.26953333333333335,0.16116666666666668,3,Calgary,Calgary,2.983,-1.747,0.947,1.189,5.0,1.0,5.0,5.0
48061671,-0.052833333333333336,0.0026839026311200878,0.056433333333333335,0.0036000000000000003,3,Calgary,Calgary,-0.85,-0.673,-0.358,0.6,1.0,2.0,2.0,4.0
48061672,-0.044233333333333326,0.005800287349203776,0.051,0.0067666666666666665,3,Calgary,Calgary,-0.79,-0.024,-0.848,0.449,2.0,3.0,1.0,4.0
48061674,-0.053559999999999997,0.0062460387446765025,0.06494,0.01138,5,Calgary,Calgary,-0.789,-0.591,-0.089,2.169,2.0,2.0,3.0,5.0
48061721,,,,0.000325,12,Crossfield,Calgary,0.18,-0.464,0.475,-0.207,4.0,2.0,5.0,3.0
48061722,,,,0.00035,4,Crossfield,Calgary,-0.885,0.481,0.434,-0.906,1.0,4.0,4.0,1.0
48061723,,,,0.00026,10,Crossfield,Calgary,0.342,-0.603,-0.266,-0.857,4.0,2.0,3.0,1.0
48061727,,,,0.002875,4,Airdrie,Calgary,0.334,-1.138,0.242,-0.601,4.0,1.0,4.0,2.0
48061730,,,,0.0071,5,Airdrie,Calgary,-0.696,-0.424,0.208,-0.427,2.0,2.0,4.0,3.0
48061732,,,,0.0030666666666666668,3,Airdrie,Calgary,-0.405,-1.016,0.032,-0.085,3.0,1.0,4.0,4.0
48061733,0.0018,,0.0,0.002733333333333333,3,Airdrie,Calgary,-0.691,0.024,-0.682,-0.176,2.0,3.0,1.0,3.0
48061734,,,,0.0029749999999999998,4,Airdrie,Calgary,-1.039,-1.041,-1.125,-0.713,1.0,1.0,1.0,2.0
48061735,0.0013,0.00036055512754639893,0.0,0.0013,3,Airdrie,Calgary,-0.583,0.185,-0.118,-0.406,2.0,4.0,3.0,3.0
48061739,,,,0.00754,5,Airdrie,Calgary,-0.38,-1.147,-0.311,0.031,3.0,1.0,3.0,4.0
48061740,,,,0.00205,2,Airdrie,Calgary,-0.085,0.475,-0.355,-0.266,3.0,4.0,2.0,3.0
48061741,,,,0.00195,2,Airdrie,Calgary,-0.185,-0.557,-0.34,-0.609,3.0,2.0,2.0,2.0
48061742,,,,0.0017000000000000001,2,Airdrie,Calgary,-0.303,-1.267,-0.279,-0.549,3.0,1.0,3.0,2.0
48061743,,,,0.002,4,Airdrie,Calgary,-1.047,-0.82,-0.094,-0.41,1.0,1.0,3.0,3.0
48061744,,,,0.0011,1,Airdrie,Calgary,-0.438,-0.126,-0.29,-0.552,3.0,3.0,3.0,2.0
48061746,,,,0.00745,4,Airdrie,Calgary,-0.722,-1.035,0.218,-0.833,2.0,1.0,4.0,1.0
48061747,,,,0.008666666666666668,3,Airdrie,Calgary,-0.805,-0.939,-0.305,-0.496,2.0,1.0,3.0,3.0
48061748,,,,0.005433333333333334,3,Airdrie,Calgary,-0.492,-1.173,-0.239,0.363,2.0,1.0,3.0,4.0
48061749,,,,0.005933333333333333,3,Airdrie,Calgary,-0.751,-0.49,-0.223,-0.582,2.0,2.0,3.0,2.0
48061750,,,,0.00385,2,Airdrie,Calgary,-0.927,-0.583,-0.804,-0.569,1.0,2.0,1.0,2.0
48061751,,,,0.00292,5,Airdrie,Calgary,-1.1,-1.371,-0.481,-0.441,1.0,1.0,2.0,3.0
48061752,,,,0.0016555555555555555,9,Airdrie,Calgary,-0.076,-0.452,-0.215,-0.448,3.0,2.0,3.0,3.0
48061754,,,,0.0049,3,Airdrie,Calgary,-0.421,-0.213,0.437,-0.441,3.0,3.0,4.0,3.0
48061755,,,,0.005833333333333334,3,Airdrie,Calgary,-0.417,-0.72,1.372,-0.548,3.0,2.0,5.0,2.0
48061756,,,,0.010066666666666666,3,Airdrie,Calgary,-0.581,-0.201,-0.105,-0.446,2.0,3.0,3.0,3.0
48061762,-0.0436,0.004925444142409896,0.04954,0.00594,5,Calgary,Calgary,-0.349,-1.132,-0.721,0.525,3.0,1.0,1.0,4.0
48061763,-0.04376666666666667,0.002936551265231603,0.048499999999999995,0.004733333333333333,3,Calgary,Calgary,-1.249,-1.037,-0.515,0.255,1.0,1.0,2.0,4.0
48061764,-0.047375,0.00950662050012166,0.054825,0.00745,4,Calgary,Calgary,-1.069,-0.802,-0.612,0.467,1.0,1.0,2.0,4.0
48061765,-0.049575,0.03485621656653706,0.0518,0.002225,4,Calgary,Calgary,-0.819,-0.666,-0.314,1.535,2.0,2.0,3.0,5.0
48061766,-0.0662,0.0025865034312755187,0.0683,0.0021,3,Calgary,Calgary,-0.444,-0.991,-0.501,1.004,3.0,1.0,2.0,5.0
48061767,-0.0597,0.009162968951164252,0.062424999999999994,0.002725,4,Calgary,Calgary,-1.013,-0.55,-0.41,0.345,1.0,2.0,2.0,4.0
48061768,-0.056720000000000007,0.003814052962401017,0.06032,0.0036,5,Calgary,Calgary,-0.726,-0.584,-0.436,0.886,2.0,2.0,2.0,5.0
48061769,-0.057666666666666665,0.0018502252115170524,0.0607,0.0030333333333333336,3,Calgary,Calgary,-0.764,0.337,-0.375,0.612,2.0,4.0,2.0,4.0
48061770,-0.02826666666666667,0.014415356395178025,0.03498888888888889,0.006722222222222222,9,Calgary,Calgary,-1.045,-0.136,-0.455,1.44,1.0,3.0,2.0,5.0
48061771,-0.027075,0.001495270321157126,0.033424999999999996,0.00635,4,Calgary,Calgary,-1.029,-0.62,-0.473,1.225,1.0,2.0,2.0,5.0
48061772,-0.047,0.008140843527137308,0.0573,0.0103,4,Calgary,Calgary,-1.185,-0.909,-0.173,1.432,1.0,1.0,3.0,5.0
48061773,-0.061399999999999996,0.007385797181076662,0.0719,0.010499999999999999,5,Calgary,Calgary,-0.959,-0.084,-0.206,2.228,1.0,3.0,3.0,5.0
48061774,-0.0688125,0.011690709070515292,0.08065,0.0118375,8,Calgary,Calgary,0.767,-0.413,-0.469,2.388,4.0,2.0,2.0,5.0
48061775,-0.038425,0.013190495315440837,0.049725,0.0113,4,Calgary,Calgary,-0.933,0.707,-0.591,1.347,1.0,5.0,2.0,5.0
48061776,-0.0684,0.0058261479555534795,0.07785,0.00945,6,Calgary,Calgary,-0.407,-1.23,-0.277,1.012,3.0,1.0,3.0,5.0
48061777,-0.07746666666666667,0.010080013227504547,0.08595000000000001,0.008483333333333334,6,Calgary,Calgary,0.013,-1.149,-0.192,1.597,4.0,1.0,3.0,5.0
48061778,-0.07276666666666666,0.004202776859807485,0.07976666666666667,0.006999999999999999,3,Calgary,Calgary,-0.066,2.696,-0.571,0.86,3.0,5.0,2.0,5.0
48061779,-0.05835,0.010802931700854789,0.06475,0.0064,4,Calgary,Calgary,-0.766,-0.455,-0.433,0.618,2.0,2.0,2.0,4.0
48061780,-0.05782,0.034714795116779815,0.0627,0.00488,5,Calgary,Calgary,-0.678,0.56,-0.861,0.561,2.0,4.0,1.0,4.0
48061781,-0.010721052631578947,0.02220519406073394,0.014163157894736843,0.0034421052631578948,19,Calgary,Calgary,0.036,-1.228,-0.559,0.876,4.0,1.0,2.0,5.0
48061785,-0.023899999999999998,0.00042426406871193083,0.036449999999999996,0.01255,2,Calgary,Calgary,-1.205,-0.243,-0.488,1.588,1.0,3.0,2.0,5.0
48061786,-0.0326,0.0,0.0486,0.016,2,Calgary,Calgary,-1.488,-0.008,-0.496,0.81,1.0,3.0,2.0,5.0
48061789,-0.020283333333333334,0.002640012626232434,0.024416666666666666,0.0041333333333333335,6,Calgary,Calgary,-1.276,0.342,-0.902,-0.072,1.0,4.0,1.0,4.0
48061790,-0.0154,0.004149096287144948,0.0201,0.0047,5,Calgary,Calgary,-0.879,-0.248,-0.57,0.586,1.0,3.0,2.0,4.0
48061792,-0.020900000000000002,0.014208682791401415,0.0261,0.0052,4,Calgary,Calgary,-0.468,-0.452,-0.039,0.503,3.0,2.0,3.0,4.0
48061793,-0.01335,0.0017677669529663704,0.017750000000000002,0.004399999999999999,2,Calgary,Calgary,-0.961,-1.455,-0.931,0.137,1.0,1.0,1.0,4.0
48061795,-0.037559999999999996,0.01735231972964998,0.03966,0.0021000000000000003,5,Calgary,Calgary,-0.613,-0.972,-0.346,0.858,2.0,1.0,2.0,5.0
48061796,-0.018049999999999997,0.00021213203435596175,0.0203,0.00225,2,Calgary,Calgary,0.079,-0.57,-0.278,0.466,4.0,2.0,3.0,4.0
48061797,-0.05172,0.00220612782947861,0.0536,0.0018799999999999997,5,Calgary,Calgary,-0.557,-1.087,-0.84,1.455,2.0,1.0,1.0,5.0
48061800,-0.052259999999999994,0.00728203268325541,0.060899999999999996,0.00864,5,Calgary,Calgary,-0.788,-0.141,-0.821,0.573,2.0,3.0,1.0,4.0
48061801,-0.05655,0.002192031021678301,0.06420000000000001,0.0076500000000000005,2,Calgary,Calgary,-1.148,-0.14,-0.676,0.971,1.0,3.0,1.0,5.0
48061802,-0.10654999999999999,0.01783900221424954,0.11199999999999999,0.00545,4,Calgary,Calgary,1.475,2.46,-1.243,-0.114,5.0,5.0,1.0,3.0
48061803,-0.068925,0.021423410092699997,0.072425,0.0035,4,Calgary,Calgary,0.129,-0.792,-0.527,0.814,4.0,1.0,2.0,5.0
48061804,-0.0619,0.00570555285080537,0.06475,0.00285,4,Calgary,Calgary,-0.144,1.213,-0.974,0.263,3.0,5.0,1.0,4.0
